 2018-03-13 19:28:52.678,SO2H,m,1,194170537
 2018-03-13 19:32:39.517,SO2H,s,1,194170537
 2018-03-13 19:32:40.534,SO2H,m,1,194170537
 2018-03-19 18:55:16.997,SO2H,s,1,116167264
 2018-03-19 18:55:17.84,SO2H,m,1,116167264
 2018-03-19 19:00:55.963,SO1,xs,1,925935699
 2018-03-19 19:00:56.744,SO1,m,0,925935699
 2018-03-19 19:01:11.373,SO1,m,1,925935699
